2025-03-30 22:43:42,867 - INFO - System: TrafficManager initialized. Ready to manage lane traffic
2025-03-30 22:43:42,868 - INFO - System: TrafficManager initialized. Ready to manage lane traffic
2025-03-30 22:43:42,868 - INFO - System: FleetManager initialized. With TrafficManager
2025-03-30 22:43:42,932 - INFO - System: System initialized. Loading graph from C:/COLLEGE/Placements/Final/GoatPSGHackathon_22PC16/fleet_management_system/data/nav_graph_1.json
2025-03-30 22:43:47,359 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,418 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,485 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,547 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,611 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,671 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,731 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,794 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,856 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,920 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:47,986 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:48,048 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:48,111 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:48,174 - INFO - System: Lane reserved. Robot 1 reserved lane (0, 4)
2025-03-30 22:43:48,174 - INFO - System: Lane released. Lane (0, 4) is now available (was used by robot 1)
2025-03-30 22:43:48,175 - INFO - Robot 1: Reached waypoint. 1/7
2025-03-30 22:43:48,237 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,301 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,363 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,427 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,491 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,555 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,618 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,681 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,743 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,806 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,871 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,933 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:48,996 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,058 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,120 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,183 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,246 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,309 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,370 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,431 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,494 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,555 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,617 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,681 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,742 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,804 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,866 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,928 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:49,985 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,048 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,110 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,164 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,221 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,283 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,344 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,407 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,468 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,530 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,587 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,655 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,721 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,785 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,852 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,913 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,970 - INFO - System: Lane reserved. Robot 1 reserved lane (4, 5)
2025-03-30 22:43:50,970 - INFO - System: Lane released. Lane (4, 5) is now available (was used by robot 1)
2025-03-30 22:43:50,970 - INFO - Robot 1: Reached waypoint. 2/7
2025-03-30 22:43:51,033 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,095 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,157 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,220 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,284 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,346 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,408 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,473 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,535 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,604 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,666 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,720 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,784 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,838 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,894 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:51,956 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,020 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,083 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,147 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,208 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,271 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,335 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,396 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,458 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,520 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,582 - INFO - System: Lane reserved. Robot 1 reserved lane (5, 11)
2025-03-30 22:43:52,582 - INFO - System: Lane released. Lane (5, 11) is now available (was used by robot 1)
2025-03-30 22:43:52,582 - INFO - Robot 1: Reached waypoint. 3/7
2025-03-30 22:43:52,639 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:52,702 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:52,764 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:52,817 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:52,881 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:52,943 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,005 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,069 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,133 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,188 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,248 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,310 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,372 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,435 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,497 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,559 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,621 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,684 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,745 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,808 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,871 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,934 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:53,997 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,059 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,121 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,184 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,246 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,308 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,368 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,431 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,494 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,552 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,616 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,678 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,740 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,803 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,865 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,927 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:54,989 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,050 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,116 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,176 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,237 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,301 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,363 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,425 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,490 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,553 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,616 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,678 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,735 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,797 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,859 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,921 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:55,983 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,046 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,107 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,168 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,231 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,293 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,356 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,418 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,481 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,542 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,604 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,666 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,728 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,792 - INFO - System: Lane reserved. Robot 1 reserved lane (11, 6)
2025-03-30 22:43:56,792 - INFO - System: Lane released. Lane (11, 6) is now available (was used by robot 1)
2025-03-30 22:43:56,792 - INFO - Robot 1: Reached waypoint. 4/7
2025-03-30 22:43:56,853 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:56,916 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:56,978 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,041 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,104 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,165 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,227 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,290 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,353 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,415 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,478 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,541 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,604 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,657 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,712 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,770 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,822 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,881 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:57,946 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,000 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,055 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,116 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,174 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,241 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,297 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,361 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,390 - INFO - Robot 2: Robot spawned. at position (9.95173, -12.457687)
2025-03-30 22:43:58,390 - INFO - System: Robot spawned. ID: 2 at (9.95173, -12.457687)
2025-03-30 22:43:58,390 - INFO - System: Robot spawned. ID: 2 at (9.95173, -12.457687)
2025-03-30 22:43:58,425 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,491 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,553 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,616 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,676 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,680 - INFO - System: Robot selected. ID: 2
2025-03-30 22:43:58,741 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,805 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,867 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,930 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:58,995 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,053 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,107 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,164 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,218 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,276 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,332 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,389 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,444 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,499 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,556 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,612 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,667 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,731 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,797 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,861 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,923 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:43:59,923 - INFO - System: Robot waiting. Robot 2 waiting for lane (7, 6)
2025-03-30 22:43:59,923 - INFO - Robot 2: Waiting at vertex. for lane (7, 6)
2025-03-30 22:43:59,987 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,049 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,113 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,176 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,240 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,298 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,361 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,424 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,489 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,551 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,614 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,677 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,740 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,798 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,860 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,921 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:00,983 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,046 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,107 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,168 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,226 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,289 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,351 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,414 - INFO - System: Lane reserved. Robot 1 reserved lane (6, 7)
2025-03-30 22:44:01,414 - INFO - System: Lane released. Lane (6, 7) is now available (was used by robot 1)
2025-03-30 22:44:01,414 - INFO - Robot 1: Reached waypoint. 5/7
2025-03-30 22:44:01,415 - INFO - Robot 2: Resuming movement. on lane (7, 6)
2025-03-30 22:44:01,477 - INFO - System: Lane reserved. Robot 1 reserved lane (7, 7)
2025-03-30 22:44:01,477 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,539 - INFO - Robot 1: Reached destination. at [9.965073, -9.163389]
2025-03-30 22:44:01,539 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,602 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,665 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,728 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,791 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
